Entity ID,Entity,Payoff,Product IDs,Internal Product ID,Product Name,Underlying(s),Product Creator,Product Create Time,Product Modify Time,Traded,KID Creator,KID Lang,KID Publish Time,Notional CCY,Notional Amount,FX Rate,Notional (EUR),Moderate Price (%),Moderate Return,RIY @RHP (%),KID Date,SRI
73,CA-CIB,EMTN - Fix and Float Income Note,ISIN Code-TZwyjDhb,94431,HSBC - 3y USD Capped and Floored FRN on 3mL, US0003M Index,NULL,6/5/2018,6/5/2018,,NULL,NULL,NULL,USD,NULL,1.159,NULL,113.59,4.34,0.29,6/5/2018,1
73,CA-CIB,EMTN - CLN on Index,Internal Code-FR9347FS4362,95061,HSBC - 5y EUR CLN on iTraxx Crossover S29, ITEXO5Y29=R,Gaspard Vienne,7/2/2018,7/9/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,108.23,1.61,0.64,7/2/2018,3
73,CA-CIB,EMTN - CLN on Index,Internal Code-cPuZbSLe,93765,HSBC - 5y USD CLN on iTraxx CroMain S29," US0003M Index, ITEXO5Y29=R, ITEEU5Y29=R",NULL,5/9/2018,7/10/2018,Traded,NULL,NULL,NULL,USD,NULL,1.172,NULL,145.59,7.83,0,7/10/2018,2
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1686381598,91202,HSBC - 8y Semi Sweet Autocall Step Down WO SX5E CAC," SX5E Index, CAC index",NULL,1/12/2018,4/18/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,112.9,NULL,0.36,1/15/2018,5
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1699598469,91492,"HSBC - EUR 10y Climber Reload SX5E 3,80% pa 70-100-50", SX5E Index,NULL,1/23/2018,4/18/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,114.69,NULL,0.28,1/29/2018,4
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1782020496,94393,HSBC - EUR 10y Phoenix Memory WO CAC-SX5E 70-100-50," SX5E Index, CAC index",NULL,6/1/2018,6/20/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,113.68,1.3,0.26,7/6/2018,4
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1782020579,94437,"HSBC - EUR 10y Phoenix SX5E 5,00% pa 70-100-60", SX5E Index,NULL,6/6/2018,6/12/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,115.8,1.48,0.26,6/7/2018,4
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1719280957,92452,HSBC - EUR 8y Athéna Semi Airbag SX5E 6.00% 100-60, SX5E Index,NULL,2/28/2018,9/4/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,111.18,1.42,0,9/4/2018,4
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1566935703,91301,HSBC - EUR 8y Climber reload Autocall - SX5E, SX5E Index,NULL,1/17/2018,4/18/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,110.22,NULL,0.28,1/17/2018,4
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1819074011,95790,HSBC - EUR 8y Climber reload Autocall 3.60% p.a. 75-100-60 - SX5E, SX5E Index,Gaspard Vienne,9/7/2018,9/18/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,109.56,1.15,0.28,9/7/2018,4
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1819074102,95786,HSBC - EUR 8y Climber reload Autocall 4.00% p.a. 70-100-60 - SX5E, SX5E Index,Gaspard Vienne,9/7/2018,9/12/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,109.98,1.2,0.31,9/7/2018,4
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1766069246,93946,"HSBC - EUR 8y Climber Reload SX5E 4,20% pa 70-100-60", SX5E Index,NULL,5/18/2018,5/22/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,111.04,1.33,0.32,5/18/2018,4
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1782015819,94387,"HSBC - EUR 8y Climber Reload SX5E 4,60% pa 75-100-60", SX5E Index,NULL,5/31/2018,6/1/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,110.89,1.29,0.32,5/31/2018,4
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1719281096,92481,"HSBC - EUR 8y Phoenix Memory SX5E 4,50% pa 70-100-60", SX5E Index,NULL,3/1/2018,4/18/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,110.43,1.33,0,9/25/2018,4
73,CA-CIB,EMTN - Autocall Basic,Internal Code-XS1810548328,95615,HSBC - EUR 8y Semi Sweet AC FP FP, FP FP Equity,Gaspard Vienne,8/22/2018,8/27/2018,Traded,NULL,NULL,NULL,EUR,1000000,1,1000000,116.92,1.97,0.09,8/22/2018,5
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1819073807,95766,HSBC - EUR 8y Semi Sweet Sept Down Autocall SX5E, SX5E Index,Gaspard Vienne,9/6/2018,9/18/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,112.35,1.47,0.07,9/6/2018,5
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1819074524,95810,HSBC - Phénix 225, SX5E Index,Gaspard Vienne,9/11/2018,9/18/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,114.28,1.35,0.31,9/12/2018,4
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-Ca6JqzVq,95136,HSBC - Phénix Double Coupon Bearish TOTAL, FP FP Equity,Tyrou Vincent,7/9/2018,7/9/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,109.72,1.17,0.29,7/9/2018,5
73,CA-CIB,EMTN - Autocall Basic,Internal Code-XS1766066739 ,93933,HSBC - USD 8y Climber Reload SX5E , SX5E Index,NULL,5/17/2018,5/18/2018,Traded,NULL,NULL,NULL,USD,1000000,1.1693,855212.5203,131.14,3.45,0.4,5/17/2018,4
73,CA-CIB,EMTN - Autocall Basic,Internal Code-XS1810545738,95525,HSBC - USD 8y Climber Reload SX5E , SX5E Index,Gaspard Vienne,8/10/2018,8/27/2018,Traded,NULL,NULL,NULL,USD,1000000,1.1597,862291.9721,133.12,3.64,0.06,8/10/2018,4
73,CA-CIB,EMTN - Fix and Float Income Note,Internal Code-CrjX2Krr,92879,HSBC PB - 3y USD Capped and Floored FRN on 3mL, US0003M Index,NULL,3/26/2018,5/3/2018,Traded,NULL,NULL,NULL,USD,NULL,1.1988,NULL,111.26,3.62,0.28,4/17/2018,1
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-FR9347FS4701,95651,Indosuez Evolution Octobre 2018 , SX5E Index,API (STP),8/27/2018,9/4/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,112.1,1.44,0.34,9/4/2018,5
73,CA-CIB,IRD - IR Cap and Floor,Trade Local ID-168,95114,IR Cap 02/08/2018, US0003M Index,API (STP),7/5/2018,8/2/2018,,NULL,NULL,NULL,USD,NULL,1.1747,NULL,186.46,11.1,0.01,8/13/2018,7
73,CA-CIB,IRD - IR Cap and Floor,Trade Local ID-Id8g0Ft2,95214,IR Cap 02/08/2018, US0003M Index,API (STP),7/12/2018,8/2/2018,,NULL,NULL,NULL,USD,NULL,1.1747,NULL,140.12,9.15,0.02,8/13/2018,7
73,CA-CIB,IRD - IR Cap and Floor,Trade Local ID-ir_cap_costs_new_ongoing,95180,IR Cap 11/07/2018, EUR003M Index,Pinchas Leybov,7/11/2018,7/11/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
73,CA-CIB,IRD - IR Cap and Floor,Trade Local ID-ir_cap_no_costs,95181,IR Cap 11/07/2018, EUR003M Index,Pinchas Leybov,7/11/2018,7/11/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
73,CA-CIB,IRD - IR Cap and Floor,Trade Local ID-ir_cap_costs_old,95182,IR Cap 11/07/2018, EUR003M Index,Pinchas Leybov,7/11/2018,7/11/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
73,CA-CIB,IRD - IR Cap and Floor,Trade Local ID-ir_cap_costs_new,95183,IR Cap 11/07/2018, EUR003M Index,Pinchas Leybov,7/11/2018,7/11/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
73,CA-CIB,IRD - IR Cap and Floor,Trade Local ID-168_TestAPI_CC,95215,IR Cap 12/07/2018, EUR003M Index,API (STP),7/12/2018,7/12/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,0,0,2.51,8/20/2018,7
73,CA-CIB,IRD - IR Cap and Floor,Trade Local ID-CAP_RP_File,95838,IR Cap 12/09/2018, EUR003M Index,anonymous ,9/12/2018,9/12/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,-346.81,NULL,NULL,9/12/2018,7
73,CA-CIB,IRD - IR Cap and Floor,Trade Local ID-Example3,95840,IR Cap 12/09/2018, EUR003M Index,anonymous ,9/12/2018,9/12/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,0,0,0.04,9/12/2018,7
73,CA-CIB,IRD - IR Cap and Floor,Trade Local ID-floor3,95435,IR Floor 06/08/2018, EUR003M Index,API (STP),8/6/2018,8/6/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,1.75,0.37,0,8/24/2018,7
73,CA-CIB,IRD - IR Cap and Floor,Trade Local ID-floor3,95839,IR Floor 12/09/2018, EUR003M Index,anonymous ,9/12/2018,9/12/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,1.74,0.37,0,9/12/2018,7
73,CA-CIB,IRD - IR Cap and Floor,Trade Local ID-Example4,95841,IR Floor 12/09/2018, EUR003M Index,anonymous ,9/12/2018,9/12/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,-4.39,-0.93,0.06,9/12/2018,7
73,CA-CIB,IRD - Inflation Swap,Internal Code-EWOEPndS,95299,IRD - Inflation Swap, FRCPXTOB Index,Nicolas Gaffie,7/20/2018,7/20/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,-16.83,-0.92,0.04,7/20/2018,7
73,CA-CIB,IRD - Inflation Swap,Internal Code-FU8zczOx,95312,IRD - Inflation Swap, FRCPXTOB Index,Nicolas Gaffie,7/23/2018,7/23/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
73,CA-CIB,IRD - Interest Rate Swap,Internal Code-Nl5RF68a,93565,IRD - Interest Rate Swap, EUR003M Index,NULL,4/24/2018,5/3/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,-3.29,-0.69,0,5/28/2018,7
73,CA-CIB,IRD - Basis Swap,Internal Code-MYIimS9r,95035,IRD - Interest Rate Swap," EUR003M Index, EUR003M Index",Guy GSCHWENDTNER,6/28/2018,6/28/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,-6.02,-1.23,0,6/29/2018,7
73,CA-CIB,IRD - Interest Rate Swap,Internal Code-AGd5Zgv5,95037,IRD - Interest Rate Swap, EUR003M Index,Guy GSCHWENDTNER,6/28/2018,6/28/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,-3.11,-0.64,0.01,6/28/2018,7
73,CA-CIB,IRD - Interest Rate Swap,Internal Code-8527163,95042,IRD - Interest Rate Swap, EUR003M Index,CELINE JAQUELIN,6/28/2018,6/29/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,-0.36,-0.09,0,6/29/2018,7
73,CA-CIB,IRD - Interest Rate Swap,Internal Code-yVxGw7Mt,95043,IRD - Interest Rate Swap, EUR003M Index,Nicolas Gaffie,6/28/2018,6/28/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,NULL,NULL,NULL,6/28/2018,7
73,CA-CIB,IRD - Interest Rate Swap,Internal Code-vt9bnvTX,95046,IRD - Interest Rate Swap, EUR003M Index,Nicolas Gaffie,6/29/2018,6/29/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,-0.36,-0.09,0,8/8/2018,7
73,CA-CIB,IRD - Interest Rate Swap,Internal Code-OT9032291,95374,IRD - Interest Rate Swap, EUR003M Index,Nicolas Gaffie,7/26/2018,8/10/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,-19.93,-1.11,0.04,7/26/2018,7
73,CA-CIB,IRD - Interest Rate Swap,Internal Code-WYf5fm46,95464,IRD - Interest Rate Swap, EUR003M Index,Pierre SERTI,8/7/2018,8/10/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,0,0,0,8/21/2018,7
73,CA-CIB,IRD - Interest Rate Swap,Internal Code-xwr6rvLr,95611,IRD - Interest Rate Swap," EONIA Index, US00O/N Index",Nicolas Gaffie,8/21/2018,8/21/2018,,NULL,NULL,NULL,USD,NULL,1.1482,NULL,2.38,2.44,0,9/3/2018,7
73,CA-CIB,IRD - Interest Rate Swap,Internal Code-3BhvDTmm,94506,IRD - Interest Rate Swap DAC, US0003M Index,NULL,6/13/2018,6/14/2018,,NULL,NULL,NULL,USD,NULL,1.1791,NULL,7.29,1.93,0,9/2/2018,7
73,CA-CIB,IRD - Interest Rate Swap,Internal Code-l1LxfquK,94497,IRD - Interest Rate Swap_NG SAMPLE, EUR003M Index,NULL,6/13/2018,6/28/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,3.78,0.62,0.2,6/13/2018,7
73,CA-CIB,IRD - IR Cap,ISIN Code-9KGq1RaB,92486,IRD - IR Cap, EUR003M Index,NULL,3/2/2018,5/25/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,0,0,0,5/25/2018,7
73,CA-CIB,IRD - IR Cap,Internal Code-7846829,92891,IRD - IR Cap, EUR006M Index,NULL,3/27/2018,5/25/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,-0.81,-0.23,0,5/28/2018,7
73,CA-CIB,IRD - IR Cap,Internal Code-QOyqDRVN,94110,IRD - IR Cap - LPS 2BV, EUR006M Index,NULL,5/24/2018,5/29/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,-0.58,-0.17,0,6/12/2018,7
73,CA-CIB,IRD - IR Cap,Internal Code-OT7285587 (2),91284,IRD - IR Cap - PD, EUR003M Index,NULL,1/17/2018,5/4/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,0,0,0,3/22/2018,7
73,CA-CIB,IRD - KO Interest Rate Swap,Internal Code-PY4vbdyV,93387,IRD - KO Interest Rate Swap," EUR003M Index, EUR006M Index",NULL,4/9/2018,5/16/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,-8.69,-1.88,0,6/28/2018,7
73,CA-CIB,IRD - KO Interest Rate Swap,Internal Code-MyODV6Oe,95032,IRD - KO Interest Rate Swap," EUR003M Index, EUR003M Index",Guy GSCHWENDTNER,6/28/2018,6/28/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,-8.81,-1.88,0,8/19/2018,7
73,CA-CIB,IRD - Interest Rate Swap,Trade Local ID-IRS_floor_payable,95837,IRS - 16/07/2018, EUR003M Index,anonymous ,9/12/2018,9/12/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,10.59,1.03,0,9/12/2018,7
73,CA-CIB,IRD - Interest Rate Swap,Trade Local ID-IRS_basis_floor,95833,IRS - 24/07/2018," EUR003M Index, EUR003M Index",anonymous ,9/12/2018,9/12/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,-2.44,-0.51,0,9/12/2018,7
73,CA-CIB,IRD - Interest Rate Swap,Trade Local ID-IRS_cap_payable,95834,IRS - 24/07/2018, EUR003M Index,anonymous ,9/12/2018,9/12/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,2.91,0.59,0,9/12/2018,7
73,CA-CIB,IRD - Interest Rate Swap,Trade Local ID-IRS_cap_floor_payable,95835,IRS - 24/07/2018, EUR003M Index,anonymous ,9/12/2018,9/12/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,1.84,0.37,0,9/12/2018,7
73,CA-CIB,IRD - Interest Rate Swap,Trade Local ID-IRS_basis_floor,95836,IRS - 24/07/2018," EUR003M Index, EUR003M Index",anonymous ,9/12/2018,9/12/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,-2.57,-0.53,0,9/12/2018,7
73,CA-CIB,EMTN - Autocall Growth Protected,Internal Code-5b1WBBOC,95583,ITALY - Equity Protection, SX5E Index,Edoardo CORNALBA,8/17/2018,8/17/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,104.21,0.83,0.62,8/17/2018,1
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1686380608,91685,ITALY - IWM - ISIN XS1686380608 - AUTOCALLABLE WO ," G IM Equity, ENEL IM Equity, ENI IM Equity, TIT IM Equity",API (STP),2/5/2018,4/13/2018,Traded,edoardoc,it   ,27:29.9,EUR,NULL,1,NULL,104.28,2.79,0,4/13/2018,6
73,CA-CIB,EMTN - Outperformance Note,Trade Local ID-71967606-13ef-43ea-a16a-44a4be40d8b7,95582,ITALY - Outperformance, ISP IM Equity,API (STP),8/17/2018,8/17/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,128.65,13.42,1.15,8/17/2018,6
73,CA-CIB,EMTN - Participation Bear CPN,ISIN Code-XS1686381085,93400,ITALY - XS1686381085 - 1.5Y USD Bear Note on EURUSD, EURUSD Curncy,NULL,4/10/2018,5/14/2018,Traded,edoardoc,it   ,31:48.5,USD,NULL,1.1795,NULL,108.31,6.79,0,9/2/2018,2
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1686381168,93389,"ITALY - XS1686381168 - Autocall Phoenix Worst-Of (ISP, FCA)"," ISP IM Equity, FCA IM Equity",API (STP),4/10/2018,5/4/2018,Traded,edoardoc,it   ,57:49.3,EUR,NULL,1,NULL,102.63,0.86,0,5/4/2018,6
73,CA-CIB,EMTN - Participation Bull CPN,ISIN Code-XS1686381242,93332,ITALY - XS1686381242 - 2.5Y USD Bull Note on EURUSD, EURUSD Curncy,NULL,4/4/2018,5/14/2018,Traded,edoardoc,it   ,29:53.3,USD,NULL,1.1795,NULL,100,0,0,9/2/2018,2
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1754499579,93768,"ITALY - XS1754499579 - Autocall Phoenix Worst-Of (ISP, FCA)"," ISP IM Equity, FCA IM Equity",NULL,5/9/2018,6/6/2018,Traded,edoardoc,it   ,49:31.6,EUR,NULL,1,NULL,102.65,0.87,0.54,5/10/2018,6
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1754499652 ,94925,"ITALY - XS1754499652 - AC Phoenix (ING, VW)"," INGA NA Equity, VOW3 GY equity",API (STP),6/18/2018,6/18/2018,,edoardoc,it   ,39:47.4,EUR,NULL,1,NULL,103.61,1.18,0.82,6/18/2018,5
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1754499736,95794,ITALY - XS1754499736 - AC Phoenix on SX5E, SX5E Index,anonymous ,9/10/2018,9/10/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,102.75,0.68,0.74,9/10/2018,4
73,CA-CIB,EMTN - Autocall Basic,Internal Code-FR9347FS3794,93306,JASMIN 10 ANS II 2018, SX5E Index,NULL,4/3/2018,4/17/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,0,-100,0,9/25/2018,7
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1810540267,95227,JASMIN 10 ANS IV 2018, SX5E Index,Gaspard Vienne,7/13/2018,8/27/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,109.96,0.95,0.12,7/20/2018,4
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1754495312,93422,JASMIN 5 ANS CARREFOUR SA (26 AVRIL 2023), CA FP Equity,API (STP),4/12/2018,4/17/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,107.26,1.41,0.73,4/16/2018,5
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1819075414,95871,JASMIN 5 ANS IV 2018, SX5E Index,Gaspard Vienne,9/14/2018,9/18/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,106.66,1.3,0.18,9/14/2018,4
73,CA-CIB,EMTN - Autocall Basic,ISIN Code-XS1819075687,95872,JASMIN 5 ANS V 2018, SX5E Index,Gaspard Vienne,9/14/2018,9/18/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,104.83,0.95,0.16,9/14/2018,4
73,CA-CIB,EMTN - Fix and Float Income Note,Internal Code-Ds7wu9k3,93450,KID 5Y USD 10/2 Geared  Steepener," USSWAP2 Curncy, USSW30 Curncy",NULL,4/15/2018,8/6/2018,Traded,NULL,NULL,NULL,USD,NULL,1.2103,NULL,113.98,2.8,0,8/6/2018,1
73,CA-CIB,EMTN - Fix and Float Income Note,Internal Code-ORyIcs5E,95355,KID 5Y USD 10/2 Geared  Steepener," USSWAP2 Curncy, USSW10 Curncy",PASQUIER Fabrice,7/25/2018,7/25/2018,,NULL,NULL,NULL,USD,NULL,1.161,NULL,102.83,0.56,0.26,7/25/2018,2
73,CA-CIB,EMTN - Autocall Daily,Internal Code-XS1819072072,95720,Lazard - Daily Sweet Autocall, SX5E Index,Gaspard Vienne,9/3/2018,9/4/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,112.88,1.34,0.07,9/15/2018,2
73,CA-CIB,EMTN - Lock-in Digital,Internal Code-JQ45oupM,94467,Lock-in Hybrid Capped & Floored - SAMPLE," SX5E Index, EUR003M Index",NULL,6/10/2018,6/12/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
73,CA-CIB,EMTN - Digital Note (Equity),Internal Code-84cg5xwkCRBP,93376,Memory Digital Note Eurostoxx50, SX5E Index,NULL,4/9/2018,5/3/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,108.22,1.71,0,9/3/2018,2
73,CA-CIB,EMTN - Digital Note (Equity),"Internal Code-digitm5CRBP,ISIN Code-FR9347FS4255",94454,Memory Digital Note Eurostoxx50, SX5E Index,NULL,6/8/2018,6/19/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,115.17,2.88,0.63,6/19/2018,2
73,CA-CIB,FX OTC - FX Swap,Symbol-KG_daea62e0-51c1-47f7-9c1e-c5646f32f4a4,91907,name, USDEUR Curncy,API (STP),2/16/2018,5/23/2018,,NULL,NULL,NULL,USD,10000000,1.1651,8582954.253,-6.88,-2.82,0.25,5/23/2018,7
73,CA-CIB,IRD - Interest Rate Swap,ISIN Code-SWAP_7811890,92707,name, EUR006M Index,API (STP),3/14/2018,5/4/2018,Traded,NULL,NULL,NULL,EUR,NULL,1,NULL,-6.2,-1.29,0.04,4/18/2018,7
73,CA-CIB,FX OTC - Vanilla Option,ISIN Code-KG_afcb9c13-0be9-4b91-a07a-e2072e3899fc,93890,name, USDJPY Curncy,API (STP),5/17/2018,5/17/2018,,NULL,NULL,NULL,USD,10000000,1.1772,8494733.265,0,0,1.26,5/17/2018,7
73,CA-CIB,FX OTC - Vanilla Option,ISIN Code-KG_1c1ec83f-9ef0-4971-bce9-8c43863153a5,94105,name, USDJPY Curncy,API (STP),5/24/2018,5/24/2018,,NULL,NULL,NULL,USD,10000000,1.1651,8582954.253,0,0,1.31,5/24/2018,7
73,CA-CIB,FX OTC - Vanilla Option,Trade Local ID-622,94146,name, USDJPY Curncy,API (STP),5/29/2018,5/29/2018,,NULL,NULL,NULL,USD,1000000,1.2233,817460.9662,-7.15,-29.02,0,5/29/2018,7
73,CA-CIB,IRD - Interest Rate Swap,Trade Local ID-SWAP_8758090,94979,name, US0003M Index,API (STP),6/22/2018,6/22/2018,,NULL,NULL,NULL,USD,NULL,1.1691,NULL,-24.82,-5.55,0.02,6/22/2018,7
73,CA-CIB,IRD - Interest Rate Swap,Trade Local ID-SWAP_8684927,95001,name, EUR003M Index,API (STP),6/26/2018,6/26/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,3.87,0.76,0,6/26/2018,7
73,CA-CIB,IRD - Interest Rate Swap,Trade Local ID-SWAP_8835810,95060,name, EUR003M Index,API (STP),7/2/2018,7/2/2018,,NULL,NULL,NULL,EUR,NULL,1,NULL,17.05,1.59,0,7/2/2018,7
73,CA-CIB,FX OTC - FX Swap,Trade Local ID-KG_daea62e0-51c1-47f7-9c1e-c5646f32f4a4,95096,name, USDEUR Curncy,API (STP),7/5/2018,7/5/2018,,NULL,NULL,NULL,USD,10000000,1.1746,8513536.523,-6.32,-2.71,0.26,7/5/2018,7
73,CA-CIB,FX OTC - Vanilla Option,Trade Local ID-fx_opt_with_costs_old,95164,name, USDJPY Curncy,Pinchas Leybov,7/11/2018,7/11/2018,,NULL,NULL,NULL,JPY,813750000,123.51,6588535.341,NULL,NULL,NULL,NULL,NULL
73,CA-CIB,FX OTC - Vanilla Option,Trade Local ID-11111VANTEST,95165,name, USDJPY Curncy,Pinchas Leybov,7/11/2018,7/11/2018,,NULL,NULL,NULL,JPY,813750000,123.51,6588535.341,NULL,NULL,NULL,NULL,NULL
73,CA-CIB,FX OTC - Vanilla Option,Trade Local ID-fx_opt_with_costs_new_ongoing,95166,name, USDJPY Curncy,Pinchas Leybov,7/11/2018,7/11/2018,,NULL,NULL,NULL,JPY,813750000,123.51,6588535.341,NULL,NULL,NULL,NULL,NULL
73,CA-CIB,FX OTC - Vanilla Option,Trade Local ID-fx_opt_with_costs_new,95167,name, USDJPY Curncy,Pinchas Leybov,7/11/2018,7/11/2018,,NULL,NULL,NULL,JPY,813750000,123.51,6588535.341,NULL,NULL,NULL,NULL,NULL
73,CA-CIB,FX OTC - FX Swap,Trade Local ID-fx_swap_with_costs_new_ongoing,95172,name, EURUSD Curncy,Pinchas Leybov,7/11/2018,7/11/2018,,NULL,NULL,NULL,EUR,200000,1,200000,NULL,NULL,NULL,NULL,NULL
73,CA-CIB,FX OTC - FX Swap,Trade Local ID-fx_swap_no_costs,95173,name, EURUSD Curncy,Pinchas Leybov,7/11/2018,7/11/2018,,NULL,NULL,NULL,EUR,200000,1,200000,NULL,NULL,NULL,NULL,NULL
73,CA-CIB,FX OTC - FX Swap,Trade Local ID-fx_swap_with_costs_old,95174,name, EURUSD Curncy,Pinchas Leybov,7/11/2018,7/11/2018,,NULL,NULL,NULL,EUR,200000,1,200000,NULL,NULL,NULL,NULL,NULL
73,CA-CIB,FX OTC - FX Swap,Trade Local ID-fx_swap_with_costs_new,95175,name, EURUSD Curncy,Pinchas Leybov,7/11/2018,7/11/2018,,NULL,NULL,NULL,EUR,200000,1,200000,NULL,NULL,NULL,NULL,NULL
73,CA-CIB,FX OTC - Cross Currency Swap,Trade Local ID-ccs_with_costs_old,95176,name," US0003M Index, HKDUSD Curncy, HIHD03M Index",Pinchas Leybov,7/11/2018,7/11/2018,,NULL,NULL,NULL,HKD,NULL,9.1635,NULL,NULL,NULL,NULL,NULL,NULL
73,CA-CIB,FX OTC - Cross Currency Swap,Trade Local ID-ccs_with_costs_new,95177,name," US0003M Index, HKDUSD Curncy, HIHD03M Index",Pinchas Leybov,7/11/2018,7/11/2018,,NULL,NULL,NULL,HKD,NULL,9.1635,NULL,NULL,NULL,NULL,NULL,NULL
73,CA-CIB,FX OTC - Cross Currency Swap,Trade Local ID-ccs_with_costs_new_ongoing,95178,name," US0003M Index, HKDUSD Curncy, HIHD03M Index",Pinchas Leybov,7/11/2018,7/11/2018,,NULL,NULL,NULL,HKD,NULL,9.1635,NULL,NULL,NULL,NULL,NULL,NULL
